Frontend_File,Frontend_Function,HTTP_Method,Frontend_URL,Backend_File,Backend_Function,Backend_Route,Database_Tables,Stored_Procedures,Flow_Calls,Response_Model,Response_Fields,Nested_Fields,Table_Column_Details
deliverables.ts,updateTaskStatus,PUT,/api/v2/sdp/completions,sdp\completions.py,put_sdp_completion,/api/v2/sdp/completions,DC_COMPLETED_DELIVERABLES,,,UserSDPCompletionDeliverableResponse,"sub_task_id,booking_contract,dc_user_id,cycle_iterator,completion_type_id,dc_engagement_id,due_date,created_by,create_dtm,updated_by,update_dtm,is_completed,note",,"DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID]"
documentation.ts,getDocumentation,GET,/api/v2/documentation,documentation\documentation.py,query_documentation_links,/api/v2/documentation,DC_DOCUMENTATION_LINKS,,,list[DocumentationLinkResponseModel],"doc_id,doc_url,doc_desc,doc_type,ui_enum,position",,"DC_DOCUMENTATION_LINKS:[DOC_DESC,DOC_ID,DOC_TYPE,DOC_URL,POSITION,UI_ENUM]"
documentation.ts,createDocumentation,POST,/api/v2/documentation,documentation\documentation.py,create_documentation_link,/api/v2/documentation,DC_DOCUMENTATION_LINKS,,,DocumentationLinkResponseModel,"doc_id,doc_url,doc_desc,doc_type,ui_enum,position",,"DC_DOCUMENTATION_LINKS:[DOC_DESC,DOC_ID,DOC_TYPE,DOC_URL,POSITION,UI_ENUM]"
documentation.ts,updateDocumentation,PATCH,/api/v2/documentation/{doc_id},documentation\documentation.py,update_documentation_link,/api/v2/documentation/{doc_id},DC_DOCUMENTATION_LINKS,,,DocumentationLinkResponseModel,"doc_id,doc_url,doc_desc,doc_type,ui_enum,position",,"DC_DOCUMENTATION_LINKS:[DOC_DESC,DOC_ID,DOC_TYPE,DOC_URL,POSITION,UI_ENUM]"
documentation.ts,deleteDocumentation,DELETE,/api/v2/documentation/{doc_id},documentation\documentation.py,delete_documentation_link,/api/v2/documentation/{doc_id},DC_DOCUMENTATION_LINKS,,,DocumentationLinkResponseModel,"doc_id,doc_url,doc_desc,doc_type,ui_enum,position",,"DC_DOCUMENTATION_LINKS:[DOC_DESC,DOC_ID,DOC_TYPE,DOC_URL,POSITION,UI_ENUM]"
downloads.ts,getPresignedUrl,POST,/api/v2/workflows/downloads,workflows\downloads.py,get_presigned_url,/api/v2/workflows/downloads,,,,V2PresignedUrlResponse,"requested_url,url,expires_secs",,
engagements.ts,getEngagementsUsers,GET,/api/v2/engagements/users,engagements.py,get_available_users_for_sharing,/api/v2/engagements/users,DC_USERS;ORGANIZATIONAL_HIERARCHY,,,list[V2UserModel],"cisco_cco_id,user_id,user_title,display_name",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];ORGANIZATIONAL_HIERARCHY:[unknown]"
engagements.ts,getEngagements,GET,/api/v2/engagements,engagements.py,get_users_engagements,/api/v2/engagements,DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,list[V2EngagementRead],"dc_engagement_id,engagement_name,is_sfc,is_cxea,is_software,sfc_agreement_type,notes",,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
engagements.ts,getDeletedEngagements,GET,/api/v2/engagements/deleted,engagements.py,get_deleted_engagements,/api/v2/engagements/deleted,DC_ENGAGEMENT_HDR,,,None,,,"DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
engagements.ts,undeleteEngagement,PUT,/api/v2/engagements/{dc_engagement_id},engagements.py,undelete_engagement_v2,/api/v2/engagements/{dc_engagement_id},DC_ENGAGEMENT_HDR,,,V2EngagementRead,"dc_engagement_id,engagement_name,is_sfc,is_cxea,is_software,sfc_agreement_type,notes",,"DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
engagements.ts,createEngagement,POST,/api/v2/engagements,engagements.py,create_engagement_v2,/api/v2/engagements,DC_USERS;DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,V2EngagementRead,"dc_engagement_id,engagement_name,is_sfc,is_cxea,is_software,sfc_agreement_type,notes",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
engagements.ts,updateEngagement,PATCH,/api/v2/engagements/{dc_engagement_id},engagements.py,update_engagement_v2,/api/v2/engagements/{dc_engagement_id},DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,V2EngagementRead,"dc_engagement_id,engagement_name,is_sfc,is_cxea,is_software,sfc_agreement_type,notes",,"DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
engagements.ts,deleteEngagement,DELETE,/api/v2/engagements/{dc_engagement_id},engagements.py,delete_engagement_v2,/api/v2/engagements/{dc_engagement_id},DC_ENGAGEMENT_HDR;DC_BOOKINGS_CONTRACTS;DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER,,,V2EngagementRead,"dc_engagement_id,engagement_name,is_sfc,is_cxea,is_software,sfc_agreement_type,notes",,"DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_BOOKINGS_CONTRACTS:[unknown];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID]"
engagements.ts,getEngagementOwners,GET,/api/v2/engagements/engagement_owners/{dc_engagement_id},engagements.py,get_user_engagement_owners_v2,/api/v2/engagements/engagement_owners/{engagement_id},DC_USERS;DC_CAM_TO_ENGAGEMENT,,,list[V2UserRead],"cisco_cco_id,user_title,user_id",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID]"
engagements.ts,createEngagementOwner,POST,/api/v2/engagements/{dc_engagement_id}/share/{cco_id},engagements.py,create_user_to_engagement_link,/api/v2/engagements/{engagement_id}/share/{cco_id},,,,,,,
engagements.ts,deleteEngagementOwner,DELETE,/api/v2/engagements/{dc_engagement_id}/share/{cco_id},engagements.py,delete_user_link,/api/v2/engagements/{engagement_id}/share/{cco_id},,,,,,,
engagements.ts,createEngagementOwnerAsAdmin,POST,/api/v2/engagements/{dc_engagement_id}/share/{cco_id},engagements.py,create_user_to_engagement_link,/api/v2/engagements/{engagement_id}/share/{cco_id},,,,,,,
file-management.ts,getFileManagement,GET,/api/v2/file_management/archived/{engagementId}/{canvasId},file_management.py,get_archived_files_for_canvas,/api/v2/file_management/archived/{dc_engagement_id}/{canvas_id},DC_ENGAGEMENT_HDR;DC_FILE_MANAGEMENT_LIVEBOARDS;DC_CAM_TO_ENGAGEMENT;DC_CANVAS_HDR,,,V2ArchivedFilesResponse,"engagement_id,canvas_id,live_boards",,"DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_FILE_MANAGEMENT_LIVEBOARDS:[CANVAS_ID,CANVAS_IMPORT_STATUS,DISPLAY_NAME,GUID,IS_DELETED,LIVEBOARD_ID,LIVEBOARD_NAME,LIVEBOARD_TYPE,LIVEBOARD_TYPE_VALUE,LOCATION];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_CANVAS_HDR:[CANVAS_DESC,CANVAS_ID,CANVAS_NAME,CANVAS_STATUS,CANVAS_TYPE,CURRENT_SNAPSHOT_NAME,DC_ENGAGEMENT_ID,ENABLED,FILE_PATH,FILE_UPLOAD_STATUS,HISTORICAL_SNAPSHOT_NAME,NOTIFICATION_ID,ROWCOUNT,SOURCE_DATA_DATE_FILTER]"
financial-admin.ts,getUnverifiedBookings,GET,/api/v2/admin/financial/bookings/unverified,admin\financial\unverified.py,get_unverified_bookings,/api/v2/admin/bookings/unverified/financial,DC_BOOKINGS_CONTRACTS;DC_BOOKINGS_CONTRACTS_LINEAGE,,,list[V2UnverifiedBookingResponse],,,"DC_BOOKINGS_CONTRACTS:[unknown];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT]"
financial-admin.ts,verifyUnverifiedBooking,POST,/api/v2/admin/financial/bookings/unverified,admin\financial\unverified.py,verify_booking,/api/v2/admin/bookings/unverified/financial,DC_BOOKINGS_CONTRACTS,,,V2BookingId,booking_contract,,DC_BOOKINGS_CONTRACTS:[unknown]
financial-admin.ts,getVerifiedBookings,GET,/api/v2/admin/financial/bookings/verified,admin\financial\verified.py,get_verified_bookings,/api/v2/admin/bookings/verified/financial,DC_BOOKINGS_CONTRACTS;DC_BOOKINGS_CONTRACTS_LINEAGE,,,list[V2VerifiedBookingResponse],"account_name,agreement_start_date,agreement_end_date,is_renewal,is_current_and_unassigned,assignments",,"DC_BOOKINGS_CONTRACTS:[unknown];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT]"
financial-admin.ts,updateVerifiedBookingCalculation,PATCH,/api/v2/admin/financial/bookings/verified/{booking_contract}/calculated,admin\financial\verified.py,update_verified_booking_calculated,/api/v2/admin/bookings/verified/financial/{booking_contract}/calculated,DC_BOOKINGS_CONTRACTS;DC_BOOKINGS_CONTRACTS_LINEAGE,,,V2VerifiedBookingResponse,"account_name,agreement_start_date,agreement_end_date,is_renewal,is_current_and_unassigned,assignments",,"DC_BOOKINGS_CONTRACTS:[unknown];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT]"
financial-admin.ts,updateVerifiedBookingDcTypes,PATCH,/api/v2/admin/financial/bookings/verified/{booking_contract}/dc_types,admin\financial\verified.py,update_verified_booking_dc_types,/api/v2/admin/bookings/verified/financial/{booking_contract}/dc_types,DC_BUYING_PROGRAMS;DC_PRICING_MODEL;DC_BOOKINGS_CONTRACTS_LINEAGE;DC_BOOKINGS_CONTRACTS;DC_THEATER;DC_SOLD_AS_SERVICE_TYPES,,,V2VerifiedBookingResponse,"account_name,agreement_start_date,agreement_end_date,is_renewal,is_current_and_unassigned,assignments",,"DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_PRICING_MODEL:[PRICING_MODEL_NAME,PRICING_TYPE_ID];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];DC_BOOKINGS_CONTRACTS:[unknown];DC_THEATER:[THEATER_ID,THEATER_NAME];DC_SOLD_AS_SERVICE_TYPES:[SERVICE_TYPE_ID,SOLD_AS_SERVICE_NAME]"
financial-admin.ts,updateVerifiedBookingAssignments,PATCH,/api/v2/admin/financial/bookings/verified/{booking_contract}/assignments,admin\financial\verified.py,update_verified_booking_assignments,/api/v2/admin/bookings/verified/financial/{booking_contract}/assignments,DC_BOOKINGS_CONTRACTS;DC_BOOKINGS_CONTRACTS_LINEAGE,,,V2VerifiedBookingResponse,"account_name,agreement_start_date,agreement_end_date,is_renewal,is_current_and_unassigned,assignments",,"DC_BOOKINGS_CONTRACTS:[unknown];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT]"
financial-admin.ts,submitRevenueEntries,POST,/api/v2/admin/financial/revenue/cxea,admin\financial\revenue.py,create_cxea_revenue_entries,/api/v2/admin/revenue/financial/cxea,,import_cxea_revenue_2,,,,,
financial-admin.ts,submitRevenueEntries,POST,/api/v2/admin/financial/revenue/htec,admin\financial\revenue.py,create_htec_revenue_entries,/api/v2/admin/revenue/financial/htec,,import_htec_revenue_2,,,,,
financial-admin.ts,submitRevenueEntries,POST,/api/v2/admin/financial/revenue/cogs,admin\financial\revenue.py,create_cogs_revenue_entries,/api/v2/admin/revenue/financial/cogs,,import_cogs_2,,,,,
financial-admin.ts,processRevenueEntries,POST,/api/v2/admin/financial/revenue/process,admin\financial\revenue.py,process_revenue_tables,/api/v2/admin/revenue/financial/process,,process_revenue,,,,,
financial-admin.ts,clearRevenueEntries,POST,/api/v2/admin/financial/revenue/clear/{revenue_type},admin\financial\revenue.py,truncate_revenue_table,/api/v2/admin/revenue/financial/clear/{revenue_type},DC_REVENUE_HTEC;DC_REVENUE_CXEA;DC_REVENUE_COGS,,,,,,"DC_REVENUE_HTEC:[unknown];DC_REVENUE_CXEA:[CONTRACT_END_DATE,CONTRACT_NUMBER,CONTRACT_START_DATE,CONTRACT_TERM,FINANCE_BU_OR_SERVICE_CATEGORY,FINANCE_SUB_GROUP_OR_CONTRACT_TYPE,FISCAL_PERIOD_ID,FISCAL_QUARTER_ID,FISCAL_YEAR,MD5_HASH,MKTG_PART_ID,SALES_LEVEL_1,SALES_LEVEL_2,TOTAL_AMOUNT,TRANSACTION_DATE,TRANSACTION_NUMBER,TRANSACTION_TYPE];DC_REVENUE_COGS:[unknown]"
financial-admin.ts,submitContractsEntries,POST,/api/v2/admin/financial/contracts,admin\financial\contracts.py,create_contract_entries,/api/v2/admin/contracts/financial,,import_bookings,,V2BookedContractsResponse,count,,
financial-admin.ts,submitSEAEntries,POST,/api/v2/admin/financial/revenue/sea,admin\financial\revenue.py,create_sea_revenue_entries,/api/v2/admin/revenue/financial/sea,,import_sea_entries,,,,,
links.ts,getEngagementLinks,GET,/api/v2/links/{engagement_id},links.py,get_engagement_links_v2,/api/v2/links/{dc_engagement_id},DC_SMART_ACCOUNT_LINKS;DC_PARTY_LINKS;DC_ENGAGEMENT_HDR;DC_ACAT_LINKS;DC_MCE_LINKS,,,V2EngagementLinks,"acat_links,mce_links,party_links,smart_links",,"DC_SMART_ACCOUNT_LINKS:[DC_ENGAGEMENT_ID,ID];DC_PARTY_LINKS:[DC_ENGAGEMENT_ID,ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_ACAT_LINKS:[DC_ENGAGEMENT_ID,ID];DC_MCE_LINKS:[DC_ENGAGEMENT_ID,ID]"
links.ts,deleteEngagementLink,DELETE,/api/v2/links/{dc_engagement_id}/{link_type}/{id},links.py,v2_delete_link,/api/v2/links/{dc_engagement_id}/{link_type}/{link_id},DC_USERS;DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,LinkDeletes,,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
links.ts,createEngagementLink,POST,/api/v2/links/{dc_engagement_id}/{link_type},links.py,v2_create_link,/api/v2/links/{dc_engagement_id}/{link_type},DC_USERS;DC_CAM_TO_ENGAGEMENT;DC_ENGAGEMENT_HDR,,,LinkReads,,,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_CAM_TO_ENGAGEMENT:[DC_ENGAGEMENT_ID,USER_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE]"
macd.ts,getMACDSchemas,GET,/api/v2/workflows/macd/schemas,workflows\macd.py,get_macd_schemas,/api/v2/workflows/macd/schemas,,,,list[ModelSchema],"title,type,properties,required",,
macd.ts,getMACDInputs,GET,/api/v2/workflows/macd/submissions/{engagement_id},workflows\macd.py,get_macd_submissions,/api/v2/workflows/macd/submissions/{dc_engagement_id},DC_WF_MACD_UPLOAD_HDR,,,list[MacdHeaderResponseRow],"request_id,dc_engagement_id,dc_user_id,sign_off_identity_id,row_count,approved_by,effective_date,tool_name,tool_action,notes,created_by,create_dtm,update_dtm,updated_by",,DC_WF_MACD_UPLOAD_HDR:[unknown]
macd.ts,postMACDInput,POST,/api/v2/workflows/macd,workflows\macd.py,post_macd_submission,/api/v2/workflows/macd,,load_macd_data,,V2GenericJobResponse,"request_id,notification_id,external_job_id,external_run_id,message,success",,
macd.ts,uploadMACDAudit,POST,/api/v2/workflows/macd/audit,workflows\macd.py,post_macd_audit,/api/v2/workflows/macd/audit,,,create_macd_audit_flow,,,,
manager-portal.ts,getManagerPortalUnclaimedBookings,GET,/api/v2/manager/bookings/unclaimed,manager\bookings_manager.py,get_unclaimed_bookings,/api/v2/manager/bookings/unclaimed,DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_BOOKINGS_CONTRACTS_LINEAGE;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_BOOKING_CONTRACTS_EXTENSIONS,,,list[V2BookingContractsModel],"booking_contract,account_name,booked_sav_1,booked_sav_2,booked_sav_3,booked_theater_id,booking_contract_type_id,sold_as_service_type_id,sold_as_pricing_type_id,buying_program_type_id,booked_usd,agreement_start_date,agreement_end_date,effective_end_date,booking_country,cam_revenue_usd,cam_cost_usd,sourced_allocation,booked_date,booked_sw,booked_hw,renewed_from,quote_for_audit,is_disengaged,is_virtual,derived_new_renew,extended_count,sales_level_id,node_level1,node_level2,node_level3,node_level4,node_segment,is_cxea,dc_engagement_id_default",,"DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE]"
manager-portal.ts,getManagerPortalClaimedBookings,GET,/api/v2/manager/bookings/claimed,manager\bookings_common.py,get_claimed_bookings,/api/v2/manager/bookings/claimed,DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_DELIVERABLES_OWED_SCHEDULED_ENG;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_ENGAGEMENT_HDR;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_COMPLETED_DELIVERABLES,,,list[V2ClaimedBookingContractsModel],"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID]"
manager-portal.ts,putManagerPortalClaimUnclaimedBooking,POST,/api/v2/manager/bookings/claim/{booking_contract},manager\bookings_manager.py,claim_booking,/api/v2/manager/bookings/claim/{booking_contract},DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_ENGAGEMENT_HDR;DC_COMPLETED_DELIVERABLES;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
manager-portal.ts,attachManagerPortalBookingToEngagement,POST,/api/v2/manager/bookings/engagements/{booking_contract}/{dc_engagement_id},manager\bookings_manager.py,claim_booking,/api/v2/manager/bookings/claim/{booking_contract},DC_USERS;DC_WF_DISENGAGE;DC_BUYING_PROGRAMS;DC_ENGAGEMENT_HDR;DC_COMPLETED_DELIVERABLES;DC_BOOKING_CONTRACTS_EXTENSIONS;DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER;DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS;DC_BOOKINGS_CONTRACTS_LINEAGE;ORGANIZATIONAL_HIERARCHY;DC_SALES_LEVEL;DC_BOOKINGS_CONTRACTS;DC_DELIVERABLES_OWED_SCHEDULED_ENG,,,V2ClaimedBookingContractsModel,"dc_engagement_id,engagement_name,is_cxea,delivery_status,dc_engagement_id_default,claimed_and_managed_by,assignments,is_current_and_unassigned",,"DC_USERS:[CISCO_CCO_ID,USER_ID,USER_TITLE];DC_WF_DISENGAGE:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID,DISENGAGEMENT_REASON_ID,NOTES];DC_BUYING_PROGRAMS:[BUYING_PROGRAM_NAME,BUYING_PROGRAM_TYPE_ID];DC_ENGAGEMENT_HDR:[DC_ENGAGEMENT_ID,ENGAGEMENT_NAME,IS_CXEA,IS_SFC,IS_SOFTWARE,NOTES,SFC_AGREEMENT_TYPE];DC_COMPLETED_DELIVERABLES:[BOOKING_CONTRACT,COMPLETION_TYPE_ID,CYCLE_ITERATOR,DC_ENGAGEMENT_ID,DC_USER_ID,DUE_DATE,NOTE,SUB_TASK_ID];DC_BOOKING_CONTRACTS_EXTENSIONS:[BOOKING_CONTRACT,EXTENSION_END_DATE,EXTENSION_START_DATE];DC_ENGAGEMENT_TO_BOOKINGS_RESPONSIBLE_USER:[BOOKING_CONTRACT,DC_ENGAGEMENT_ID,DC_USER_ID];DC_BOOKINGS_CONTRACTS_RESPONSIBLE_USERS:[BOOKING_CONTRACT,DC_USER_ID,NOTES,SERVICE_ROLE_ID,SUB_ALLOCATION_HW,SUB_ALLOCATION_SW];DC_BOOKINGS_CONTRACTS_LINEAGE:[CHILD_BOOKING_CONTRACT,PARENT_BOOKING_CONTRACT];ORGANIZATIONAL_HIERARCHY:[unknown];DC_SALES_LEVEL:[NODE_LEVEL1,NODE_LEVEL2,NODE_LEVEL3,NODE_LEVEL4,NODE_SEGMENT,SL_ID];DC_BOOKINGS_CONTRACTS:[unknown];DC_DELIVERABLES_OWED_SCHEDULED_ENG:[unknown]"
