SP_NAME,SP_SCHEMA,SP_LANGUAGE,TABLE_NAME,COLUMN_NAME,RELATIONSHIP_TYPES
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,TARGET_INSTANCE_ID,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,SOURCE_SERIAL_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,TARGET_SERIAL_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,SOURCE_PARENT_SERIAL_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,TARGET_PARENT_SERIAL_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,SOURCE_SITE_ID,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,TARGET_SITE_ID,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,SOURCE_CONTRACT_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,TARGET_CONTRACT_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,SOURCE_SERVICE_LEVEL,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,TARGET_SERVICE_LEVEL,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,START_DATE,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,END_DATE,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,PRODUCT_ID,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,JUSTIFICATION_REASON,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,REASON_CODE,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,CS_CASE_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,MPO,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,MSO,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,QUANTITY,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,COVERED_LINE_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,INSTANCE_STATUS,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,RMA_NUMBER,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,TERMINITATION_DATE,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,ACTUAL_CHANGE_DATE,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,REQUESTED_CHANGE_DATE,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,MACD_ORIGIN,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,CONFIRMATION_STATUS,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,CONFIRMATION_DATE,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,CONFIRMATION_SOURCE,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,CPS_DSCI_STG.TEMP_MACD_DATA,COMMENTS,"USED_AS_INSERT,USED_AS_SELECT"
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,REQUEST_ID,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TOOL_NAME,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TOOL_ACTION,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,SOURCE_INSTANCE_ID,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TARGET_INSTANCE_ID,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,SOURCE_SERIAL_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TARGET_SERIAL_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,SOURCE_PARENT_SERIAL_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TARGET_PARENT_SERIAL_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,SOURCE_SITE_ID,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TARGET_SITE_ID,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,SOURCE_CONTRACT_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TARGET_CONTRACT_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,SOURCE_SERVICE_LEVEL,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TARGET_SERVICE_LEVEL,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,START_DATE,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,END_DATE,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,PRODUCT_ID,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,JUSTIFICATION_REASON,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,REASON_CODE,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,CS_CASE_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,MPO,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,MSO,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,QUANTITY,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,COVERED_LINE_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,INSTANCE_STATUS,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,RMA_NUMBER,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,TERMINITATION_DATE,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,ACTUAL_CHANGE_DATE,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,REQUESTED_CHANGE_DATE,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,MACD_ORIGIN,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,CONFIRMATION_STATUS,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,CONFIRMATION_DATE,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,CONFIRMATION_SOURCE,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,COMMENTS,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,IS_DELETED,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,CREATE_DTM,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,UPDATE_DTM,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_DETAIL,UPDATED_BY,USED_AS_INSERT
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_HDR,*,USES_TABLE
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_HDR,ROW_COUNT,USED_AS_UPDATE
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_HDR,UPDATED_BY,USED_AS_UPDATE
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_HDR,UPDATE_DTM,USED_AS_UPDATE
LOAD_MACD_DATA,CPS_DSCI_API,SQL,DC_WF_MACD_UPLOAD_HDR,REQUEST_ID,USED_AS_FILTER
MY_PROCEDURE,CPS_DSCI_API,MIXED,RESULT_SCAN,*,USED_AS_SELECT
MY_PROCEDURE,CPS_DSCI_API,MIXED,CPS_DSCI_API.TESTME,*,USES_TABLE
UPDATEORGHIERARCHY_CR_PROJECT,CPS_DSCI_API,SQL,T_DEMO_RESOLVED_FUTURE_HIER_AUS_XX,HIERARCHY_LEVEL,USED_AS_UPDATE
UPDATEORGHIERARCHY_CR_PROJECT,CPS_DSCI_API,SQL,T_DEMO_RESOLVED_FUTURE_HIER_AUS_XX,HIERARCHY_STRING,USED_AS_UPDATE
UPDATEORGHIERARCHY_CR_PROJECT,CPS_DSCI_API,SQL,T_DEMO_RESOLVED_FUTURE_HIER_AUS_XX,THIS_ID,"USED_AS_UPDATE,USED_AS_JOIN"
UPDATEORGHIERARCHY_CR_PROJECT,CPS_DSCI_API,SQL,T_DEMO_RESOLVED_FUTURE_HIER_AUS_XX,PARENT_ID,"USED_AS_FILTER,USED_AS_JOIN"
UPDATEORGHIERARCHY_CR_PROJECT,CPS_DSCI_API,SQL,T_DEMO_RESOLVED_FUTURE_HIER_AUS_XX,*,USED_AS_SELECT
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,CPS_DSCI_ARCHIVE.DIM_DATE_NEW,DATE,"USED_AS_SELECT,USED_AS_FILTER"
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,CPS_DSCI_ARCHIVE.DIM_DATE_NEW,FISCAL_MTH_SORTED_NAME,"USED_AS_SELECT,USED_AS_GROUP_BY"
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,CPS_DSCI_ARCHIVE.DIM_DATE_NEW,FISCAL_YEAR_NUMBER,USED_AS_FILTER
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,INFORMATION_SCHEMA.TABLES,TABLE_NAME,"USED_AS_SELECT,USED_AS_FILTER"
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,INFORMATION_SCHEMA.TABLES,TABLE_SCHEMA,USED_AS_FILTER
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,INFORMATION_SCHEMA.COLUMNS,COLUMN_NAME,USED_AS_SELECT
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,INFORMATION_SCHEMA.COLUMNS,TABLE_SCHEMA,USED_AS_FILTER
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,INFORMATION_SCHEMA.COLUMNS,TABLE_NAME,USED_AS_FILTER
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,INFORMATION_SCHEMA.COLUMNS,ORDINAL_POSITION,USED_AS_ORDER_BY
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,CPS_DSCI_API.DAILY_INSTANCE_*,*,USED_AS_SELECT
CREATE_DC_MONTH_END_IB_VIEW,CPS_DSCI_API,SQL,CPS_DSCI_API.DC_MONTHLY_IB,*,PROCEDURE_CREATES_TABLE
MY_PROCEDURE,CPS_DSCI_API,MIXED,RESULT_SCAN,*,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_BOOKINGS_REVENUE_BU_SERVICE_CATEGORY_NEW,*,PROCEDURE_CREATES_TABLE
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_REVENUE_HTEC,FINANCE_SUB_GROUP_OR_CONTRACT_TYPE,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_BOOKINGS_REVENUE_BU_SERVICE_CATEGORY_NEW,FINANCE_SUB_GROUP_OR_CONTRACT_TYPE,"USED_AS_SELECT,USED_AS_FILTER"
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_BOOKINGS_REVENUE_BU_SERVICE_CATEGORY_NEW,ALLOCATION,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,TMP_REV_NEW_WITH_DETAILS,*,PROCEDURE_CREATES_TABLE
PROCESS_REVENUE,CPS_DSCI_API,SQL,CPS_DSCI_API.HTEC_FINANCE_DATA,CONTRACT_NUMBER,"USED_AS_SELECT,USED_AS_GROUP_BY"
PROCESS_REVENUE,CPS_DSCI_API,SQL,CPS_DSCI_API.HTEC_FINANCE_DATA,AM_COST,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,CPS_DSCI_API.HTEC_FINANCE_DATA,QUOTE_COST,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,CPS_DSCI_API.HTEC_FINANCE_DATA,QUOTE_ID_C,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,CPS_DSCI_API.SEED_HTEC_LEGACY,BOOKING_CONTRACT_NUMBER,"USED_AS_SELECT,USED_AS_FILTER,USED_AS_GROUP_BY"
PROCESS_REVENUE,CPS_DSCI_API,SQL,CPS_DSCI_API.SEED_HTEC_LEGACY,AM_COSTS,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,CPS_DSCI_API.SEED_HTEC_LEGACY,HTEC_COST,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_REVENUE_HTEC,CONTRACT_NUMBER,"USED_AS_SELECT,USED_AS_JOIN,USED_AS_GROUP_BY"
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_REVENUE_HTEC,SALES_LEVEL_1,"USED_AS_SELECT,USED_AS_FILTER,USED_AS_GROUP_BY"
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_REVENUE_HTEC,SALES_LEVEL_2,"USED_AS_SELECT,USED_AS_FILTER,USED_AS_GROUP_BY"
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_REVENUE_HTEC,SALES_LEVEL_3,"USED_AS_SELECT,USED_AS_GROUP_BY"
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_REVENUE_HTEC,TOTAL_AMOUNT,USED_AS_SELECT
PROCESS_REVENUE,CPS_DSCI_API,SQL,DC_REVENUE_HTEC,FISCAL_QUARTER_ID,"USED_AS_SELECT,USED_AS_GROUP_BY,USED_AS_ORDER_BY"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,*,PROCEDURE_CREATES_TABLE
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,BOOKING_CONTRACT,"USED_AS_FILTER,USED_AS_INSERT,USED_AS_SELECT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,DC_ENGAGEMENT_ID,"USED_AS_FILTER,USED_AS_INSERT,USED_AS_SELECT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,DC_USER_ID,"USED_AS_INSERT,USED_AS_SELECT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,DELIVERABLE_ID,"USED_AS_FILTER,USED_AS_INSERT,USED_AS_SELECT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,ENTRY_ID,"USED_AS_FILTER,USED_AS_INSERT,USED_AS_SELECT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,ABSTRACT_DELIVERABLE_ID,"USED_AS_FILTER,USED_AS_INSERT,USED_AS_SELECT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,DATE,"USED_AS_INSERT,USED_AS_SELECT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,HOURS,"USED_AS_INSERT,USED_AS_SELECT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,TEMP_USER_TIME_ENTRIES,IS_ABSTRACT,"USED_AS_INSERT,USED_AS_FILTER"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,BOOKING_CONTRACT,"USED_AS_MERGE,USED_AS_UPDATE"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,DC_ENGAGEMENT_ID,"USED_AS_MERGE,USED_AS_UPDATE"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,DC_USER_ID,"USED_AS_MERGE,USED_AS_INSERT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,DELIVERABLE_ID,"USED_AS_MERGE,USED_AS_UPDATE"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,DATE,"USED_AS_MERGE,USED_AS_INSERT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,ENTRY_ID,USED_AS_MERGE
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,IS_DELETED,"USED_AS_FILTER,USED_AS_UPDATE,USED_AS_INSERT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,UPDATED_BY,USED_AS_UPDATE
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,UPDATE_DTM,USED_AS_UPDATE
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,HOURS,"USED_AS_UPDATE,USED_AS_INSERT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,ABSTRACT_DELIVERABLE_ID,"USED_AS_UPDATE,USED_AS_MERGE,USED_AS_INSERT"
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,CREATED_BY,USED_AS_INSERT
PUT_USER_TIME_ENTRIES,CPS_DSCI_API,SQL,DC_SDP_TIME_ENTRY,CREATE_DTM,USED_AS_INSERT
UPDATE_NOTIFICATION_STATUS,CPS_DSCI_API,SQL,DC_WF_NOTIFICATION,NOTIFICATION_CATEGORY,USED_AS_UPDATE
UPDATE_NOTIFICATION_STATUS,CPS_DSCI_API,SQL,DC_WF_NOTIFICATION,UPDATE_DTM,USED_AS_UPDATE
UPDATE_NOTIFICATION_STATUS,CPS_DSCI_API,SQL,DC_WF_NOTIFICATION,NOTIFICATION_ID,USED_AS_FILTER
UPDATE_NOTIFICATION_STATUS,CPS_DSCI_API,SQL,DC_WF_NOTIFICATION,IS_DELETED,USED_AS_FILTER
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAGS,TAGSET_ID,USED_AS_SELECT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAGS,TAG_ID,"USED_AS_SELECT,USED_AS_FILTER"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAGS,IS_DELETED,USED_AS_SELECT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAGSET,TAGSET_ID,"USED_AS_SELECT,USED_AS_JOIN,USED_AS_FILTER"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAGSET,DC_ENGAGEMENT_ID,"USED_AS_SELECT,USED_AS_FILTER"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAGSET,IS_DELETED,"USED_AS_SELECT,USED_AS_FILTER"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAGSET,TAGSET_TYPE,USED_AS_SELECT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAGSET,SCOPE,"USED_AS_SELECT,USED_AS_FILTER"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_USERS,CISCO_CCO_ID,"USED_AS_SELECT,USED_AS_FILTER"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_USERS,USER_TITLE,USED_AS_SELECT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_USERS,USER_ID,USED_AS_JOIN
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_CAM_TO_ENGAGEMENT,USER_ID,USED_AS_JOIN
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_CAM_TO_ENGAGEMENT,DC_ENGAGEMENT_ID,"USED_AS_SELECT,USED_AS_FILTER"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_ENGAGEMENT_TAGS_*,INSTANCE_ID,"USED_AS_MERGE,USED_AS_INSERT,USED_AS_UPDATE"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_ENGAGEMENT_TAGS_*,TAGSET_ID,"USED_AS_MERGE,USED_AS_INSERT,USED_AS_UPDATE"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_ENGAGEMENT_TAGS_*,TAG_ID,"USED_AS_MERGE,USED_AS_INSERT,USED_AS_UPDATE"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_ENGAGEMENT_TAGS_*,DC_ENGAGEMENT_ID,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_ENGAGEMENT_TAGS_*,UPDATE_BY,"USED_AS_UPDATE,USED_AS_INSERT"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_ENGAGEMENT_TAGS_*,UPDATE_DTM,"USED_AS_UPDATE,USED_AS_INSERT"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_ENGAGEMENT_TAGS_*,IS_DELETED,"USED_AS_MERGE,USED_AS_UPDATE"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,DC_ENGAGEMENT_ID,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,TAG_ID,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,TAGSET_ID,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,COMMENT,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,JSON,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,LIST_OF_INSTANCES,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,USER_ACTION,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,COUNT_INSTANCES,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,CREATED_BY,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,DC_TAG_LOGGING,CREATE_DTM,USED_AS_INSERT
TAG_INSTANCES_11,CPS_DSCI_API,SQL,CPS_DSCI_BR.CAM_DS_INSTANCE_DETAIL,INSTANCE_ID,"USED_AS_SELECT,USED_AS_JOIN"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,CPS_DSCI_BR.CAM_DS_INSTANCE_DETAIL,PARENT_INSTANCE_ID,"USED_AS_SELECT,USED_AS_JOIN"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,CPS_DSCI_BR.CAM_DS_INSTANCE_DETAIL,PARENT_INSTANCE_ID,USED_AS_JOIN
TAG_INSTANCES_11,CPS_DSCI_API,SQL,XX_TMP_PARENTS,B_INSTANCE_ID,"PROCEDURE_CREATES_TABLE,USED_AS_SELECT"
TAG_INSTANCES_11,CPS_DSCI_API,SQL,XX_TMP_PARENTS,B_PROPOSED_TAG_ID,PROCEDURE_CREATES_TABLE
