primary_key,table_name,table_type,column_names,type,relationship_kind,primary_key_reference,schema_name
532,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LINE_SERVICE_ORDER_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV
533,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LINE_CLASSIFICATION_CD,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
534,BV_SERVICE_QUOTE_LINE,VIEW,SOURCE_LAST_MODIFIED_DTM,TIMESTAMP_NTZ(0),COLUMN,N,CPS_DSCI_EBV
535,BV_SERVICE_QUOTE_LINE,VIEW,RNWD_SVC_CNTRCT_LN_TCH_SVC_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
536,BV_SERVICE_QUOTE_LINE,VIEW,IP_RNDM_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
537,BV_SERVICE_QUOTE_LINE,VIEW,RNWD_SC_LN_TCH_SVC_RNDM_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
538,BV_SERVICE_QUOTE_LINE,VIEW,SENT_TO_ERP_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
539,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_ORDER_HOLD_DT,DATE,COLUMN,N,CPS_DSCI_EBV
540,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_ORDER_HOLD_RELEASE_DT,DATE,COLUMN,N,CPS_DSCI_EBV
541,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_ORDER_BOOKED_DT,DATE,COLUMN,N,CPS_DSCI_EBV
542,BV_SERVICE_QUOTE_LINE,VIEW,EP_Q2O_LINE_ID_INT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
543,BV_SERVICE_QUOTE_LINE,VIEW,MULTINATIONAL_QUOTE_FLG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
544,BV_SERVICE_QUOTE_LINE,VIEW,SALES_ORDER_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
545,BV_SERVICE_QUOTE_LINE,VIEW,SERVICE_CONTRACT_CD,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
546,BV_SERVICE_QUOTE_LINE,VIEW,PRR_SVC_CNTRCT_LN_TEC_SVCS_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
547,BV_SERVICE_QUOTE_LINE,VIEW,PRODUCT_AUTHORIZATION_KEY_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV
548,BV_SERVICE_QUOTE_LINE,VIEW,PRIOR_SVC_CNTRCT_STATUS_CD,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV
549,BV_SERVICE_QUOTE_LINE,VIEW,PRIOR_SVC_CNTRCT_LN_STATUS_CD,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV
550,BV_SERVICE_QUOTE_LINE,VIEW,SVC_QUOTE_LN_EXTD_LOCAL_PRICE,"NUMBER(26,7)",COLUMN,N,CPS_DSCI_EBV
551,BV_SERVICE_QUOTE_LINE,VIEW,ERSATZ_SERIAL_NUM,VARCHAR(100),COLUMN,N,CPS_DSCI_EBV
552,BV_SERVICE_QUOTE_LINE,VIEW,CUST_STATED_ITEM_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
553,BV_SERVICE_QUOTE_LINE,VIEW,SRC_ERP_CUST_ACCT_LOC_USE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
554,BV_SERVICE_QUOTE_LINE,VIEW,TRGT_ERP_CUST_ACCT_LOC_USE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
555,BV_SERVICE_QUOTE_LINE,VIEW,DISCOUNT_TYPE_CD,VARCHAR(100),COLUMN,N,CPS_DSCI_EBV
556,BV_SERVICE_QUOTE_LINE,VIEW,DISCOUNT_PCT,"NUMBER(18,2)",COLUMN,N,CPS_DSCI_EBV
557,BV_SERVICE_QUOTE_LINE,VIEW,SALES_ORDER_LINE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
558,BV_SERVICE_QUOTE_LINE,VIEW,SALES_MOTION_CD,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV
559,BV_SERVICE_QUOTE_LINE,VIEW,SALES_MOTION_CONTEXT_CD,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV
560,BV_SERVICE_QUOTE_LINE,VIEW,SRVC_LVL_SRVC_PRDT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
561,BV_SERVICE_QUOTE_LINE,VIEW,SQ_LN_NET_TTL_PRC_USD_AMT,"NUMBER(26,11)",COLUMN,N,CPS_DSCI_EBV
562,BV_SERVICE_QUOTE_LINE,VIEW,BK_PREVIOUS_SVC_CONTRACT_NUM,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV
563,BV_SERVICE_QUOTE_LINE,VIEW,PRORATED_LIST_PRICE_LOCAL_AMT,"NUMBER(26,7)",COLUMN,N,CPS_DSCI_EBV
564,BV_SERVICE_QUOTE_LINE,VIEW,DV_PRICING_SKU_ID,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV
565,BV_SERVICE_QUOTE_LINE,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
566,BV_SERVICE_QUOTE_LINE,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV
567,BV_SERVICE_QUOTE_LINE,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV
568,BV_SERVICE_QUOTE_LINE,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV
569,BV_SERVICE_QUOTE_LINE,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV
570,BV_SERVICE_QUOTE_LINE,VIEW,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
571,BV_SERVICE_QUOTE_LINE,VIEW,BK_PRICE_LIST_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
572,BV_SMART_ACCOUNTS_D,VIEW,SMART_ACCOUNT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
573,BV_SMART_ACCOUNTS_D,VIEW,SMART_ACCOUNT_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
574,BV_SMART_ACCOUNTS_D,VIEW,SMART_ACCOUNT_TYPE,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
575,BV_SMART_ACCOUNTS_D,VIEW,SMART_ACCOUNT_STATUS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
576,BV_SMART_ACCOUNTS_D,VIEW,ACTIVE_YORN,VARCHAR(1),COLUMN,N,CPS_DSCI_BR
577,BV_SMART_ACCOUNTS_D,VIEW,BATCH_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
578,BV_SMART_ACCOUNTS_D,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
579,BV_SMART_ACCOUNTS_D,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
580,BV_SMART_ACCOUNTS_D,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
581,BV_SMART_ACCOUNTS_D,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
582,BV_SMART_ACCOUNTS_D,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
583,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,SMART_ACCOUNTS_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
584,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,DOMAIN_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
585,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,TOP_LEVEL_DOMAIN,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
586,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,STATUS,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
587,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,ACTIVE_YORN,VARCHAR(1),COLUMN,N,CPS_DSCI_BR
588,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,BATCH_NUMBER,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
589,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
590,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
591,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
592,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
593,BV_SMART_ACCOUNT_DOMAINS_X,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_BR
594,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSE_CLASS_CONSUMPTION_ID,VARCHAR(128),COLUMN,N,CPS_DSCI_EBV
595,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSE_CLASS_CODE,VARCHAR(60),COLUMN,N,CPS_DSCI_EBV
596,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,SMART_ACCOUNT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
597,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,VIRTUAL_ACCOUNT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
598,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSED_FEATURE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
599,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,CONSUMPTION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV
600,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,BILLING_TYPE_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
601,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSE_SKU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
602,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,FEATURE_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
603,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,FEATURE_DISPLAY_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
604,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,FEATURE_DESCRIPTION,VARCHAR(400),COLUMN,N,CPS_DSCI_EBV
605,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,CISCO_DEVICE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
606,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,DEVICE_DESCRIPTION,VARCHAR(4000),COLUMN,N,CPS_DSCI_EBV
607,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,DEVICE_SERIAL_NUMBER,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV
608,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,IP_ADDRESS,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
609,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,VERSION_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
610,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,HOST_ID,VARCHAR(2000),COLUMN,N,CPS_DSCI_EBV
611,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,HOST_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
612,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,UNIVERSAL_UNIQUE_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
613,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSE_DEVICE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
614,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LAST_CONTACT_DATE,DATE,COLUMN,N,CPS_DSCI_EBV
615,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,SOFTWARE_TAG_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
616,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,CUSTOMER_PROVIDED_DEVICE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
617,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,REGISTERED_DEVICE_PRODUCT_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
618,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,REGISTRATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV
619,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LATEST_DEVICE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
620,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,CLASSIC_PRE_INSTALLED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
621,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,CLASSIC_REHOST_COUNT,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
622,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSE_SKU_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
623,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSE_SKU_DESCRIPTION,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
624,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,CONSUMED_QUANTITY,FLOAT,COLUMN,N,CPS_DSCI_EBV
625,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_LICENSE_REQUEST_STATUS_NAME,VARCHAR(4000),COLUMN,N,CPS_DSCI_EBV
626,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSE_SUB_CATEGORY_NAME,VARCHAR(4000),COLUMN,N,CPS_DSCI_EBV
627,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,LICENSE_CATEGORY_TECHNOLOGY_NAME,VARCHAR(4000),COLUMN,N,CPS_DSCI_EBV
628,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,OUTBOUND_USER_CONTACT_EMAIL_ADDRESS,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
629,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_LICENSE_ENTITLEMENT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
630,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_CUSTOMER_SUITE_INSTANCE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
631,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_COMMERCE_SKU_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
632,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_CUSTOMER_SUITE_INSTANCE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
633,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_CUSTOMER_SUITE_STATUS,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
634,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_SUITE_TYPE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
635,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_SUITE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
636,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_SUITE_VERSION_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
637,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_SUITE_VERSION_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
638,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_VERSION_ID,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
639,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EA_VERSION_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_EBV
640,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EDWSF_BATCH_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_EBV
641,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EDWSF_CREATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV
642,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EDWSF_CREATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV
643,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EDWSF_UPDATE_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV
644,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EDWSF_UPDATE_USER,VARCHAR(50),COLUMN,N,CPS_DSCI_EBV
645,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EDWSF_SOURCE_DELETED_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_EBV
646,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,EDWSF_SOURCE_DELETED_DTM,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_EBV
647,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,SMART_ACCOUNT_TYPE,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
648,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,SMART_ACCOUNT_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
649,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,VIRTUAL_ACCOUNT_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
650,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,REGISTERED_DEVICE_BUSINESS_ENTITY_NAME,VARCHAR(30),COLUMN,N,CPS_DSCI_EBV
651,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,REGISTERED_DEVICE_SUB_BUSINESS_ENTITY_NAME,VARCHAR(60),COLUMN,N,CPS_DSCI_EBV
652,BV_UNIFIED_LICENSE_CONSUMPTION,VIEW,SMART_LICENSING_INSTANCE_ID,VARCHAR(255),COLUMN,N,CPS_DSCI_EBV
653,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,ENTITLEMENT_ID,VARCHAR(500),COLUMN,N,CPS_DSCI_BR
654,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SALES_ORDER_LINE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
655,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSE_CLASS_CODE,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
656,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSE_STATUS_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
657,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSED_FEATURE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
658,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SMART_ACCOUNT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
659,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,VIRTUAL_ACCOUNT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
660,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,CR_PARTY_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
661,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSE_TYPE_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
662,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,ENTITLEMENT_TYPE_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
663,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,BILLING_METHOD_TYPE_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
664,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSE_START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
665,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSE_END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
666,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,TRANSACTION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
667,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,TRANSACTION_UPDATE_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
668,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSE_ENTITLEMENT_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
669,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,PAK_ITEM_ID,"NUMBER(10,0)",COLUMN,N,CPS_DSCI_BR
670,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SKU_LEVEL_CODE,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
671,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,FEATURE_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
672,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,FEATURE_DISPLAY_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
673,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,FEATURE_DESCRIPTION,VARCHAR(400),COLUMN,N,CPS_DSCI_BR
674,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSE_SKU_NAME,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
675,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,LICENSE_SKU_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
676,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SKU_TYPE_CODE,VARCHAR(31),COLUMN,N,CPS_DSCI_BR
677,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SUB_GROUP_CODE,VARCHAR(31),COLUMN,N,CPS_DSCI_BR
678,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SUB_GROUP_DESCRIPTION,VARCHAR(255),COLUMN,N,CPS_DSCI_BR
679,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SMART_LICENSE_SKU_DESCRIPTION,VARCHAR(100),COLUMN,N,CPS_DSCI_BR
680,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SPLIT_ENTITLED_QUANTITY,FLOAT,COLUMN,N,CPS_DSCI_BR
681,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,ORIGINAL_ENTITLED_QUANTITY,FLOAT,COLUMN,N,CPS_DSCI_BR
682,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,PRIMARY_CUSTOMER_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR
683,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,CLASSIC_REQUESTED_BY_CCO_USER_ID,"NUMBER(10,0)",COLUMN,N,CPS_DSCI_BR
684,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,CLASSIC_ENTITLEMENT_CREATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
685,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,ENTITLEMENT_STATUS_NAME,VARCHAR(100),COLUMN,N,CPS_DSCI_BR
686,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SKU_QUANTITY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
687,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SKU_IN_USE_QUANTITY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
688,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
689,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_SOURCE_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
690,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_INSTANCE_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
691,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_COMMERCE_SKU_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
692,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_INSTANCE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
693,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_STATUS_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
694,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_START_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
695,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_END_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
696,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_CREATION_DATE,TIMESTAMP_NTZ(9),COLUMN,N,CPS_DSCI_BR
697,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_ALLOWANCE_QUANTITY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
698,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_CUSTOMER_SUITE_ACTIVE_FLAG,VARCHAR(1),COLUMN,N,CPS_DSCI_BR
699,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,COMMERCE_SKU_ACTUAL_QUANTITY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
700,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_SUITE_TYPE,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
701,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_SUITE_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
702,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_SUITE_VERSION_ID,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
703,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_SUITE_VERSION_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
704,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_VERSION_ID,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
705,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,EA_VERSION_NAME,VARCHAR(5000),COLUMN,N,CPS_DSCI_BR
706,BV_UNIFIED_LICENSE_ENTITLEMENT,VIEW,SUBSCRIPTION_KEY,"NUMBER(38,0)",COLUMN,N,CPS_DSCI_BR
